address,distance,review_count,ratings,chain,city,lat,long
1,18.6896907362566,1.0,4.0,16,2,37.7241,-121.94435
5,22.69794271396549,2.0,3.5,2,4,37.7048059696965,-121.875150612505
5,22.62793130181453,1.0,2.5,25,4,37.705825,-121.876084
1,24.377290923258496,1.0,4.0,1,3,37.669658,-121.858772
1,21.28339503283118,1.0,4.0,1,3,37.6994,-121.9048344
2,23.92737798391905,1.0,4.0,1,4,37.7049564521021,-121.851537924141
5,20.821295116507372,1.0,4.0,1,4,37.704380239639896,-121.911554932594
5,22.68742453498943,2.0,4.0,2,4,37.704566,-121.87545
1,23.8867924076856,1.0,3.0,1,3,37.65223,-121.8786
2,22.909095933308706,1.0,3.5,2,3,37.69956,-121.87326000000002
2,23.955204636183204,1.0,4.0,1,4,37.7037210589332,-121.851480491459
1,19.906556989604564,2.0,4.0,1,4,37.710858467095,-121.926419734955
1,20.039740545441635,1.0,3.0,1,3,37.6946294,-121.93156299999998
1,23.319254019666868,4.0,4.5,1,3,37.67718,-121.87578
5,22.185633105287437,1.0,3.0,1,4,37.7040256307881,-121.88532839154
5,22.668494057756288,1.0,4.0,1,4,37.7045783996582,-121.87580871582
1,22.73847506041624,2.0,4.0,1,4,37.70801,-121.8731
1,22.655931922534737,5.0,3.5,1,4,37.704636748213794,-121.876026391983
1,24.553454032638,1.0,2.5,1,2,37.698050737381,-121.842248663306
2,22.880274525638697,2.0,3.0,1,3,37.6994626368417,-121.873857490718
1,19.987946721365724,1.0,4.0,4,4,37.70584,-121.92709
5,22.73988479868762,2.0,3.5,1,4,37.70619,-121.87379
5,22.63502063986553,1.0,3.0,1,4,37.70515,-121.87622
1,19.80682798088476,2.0,4.0,1,4,37.710269,-121.92861
1,23.20814953651689,2.0,4.0,1,4,37.7031417208061,-121.866024709375
5,22.687397347676693,1.0,3.0,1,4,37.7045669555664,-121.875450134277
2,19.60776987819765,7.0,4.0,1,4,37.70506,-121.93487
2,19.65551103515195,1.0,3.5,1,4,37.7056511022749,-121.933658346534
1,19.26198456224272,1.0,3.5,1,2,37.72938919067379,-121.931442260742
2,21.567913245840625,4.0,3.5,3,3,37.54772,-122.0466
1,20.358869684854877,1.0,3.5,1,2,37.5866448,-122.0201868
2,21.259072845330373,3.0,4.0,2,3,37.5508,-122.0509
2,24.18206677344905,1.0,4.0,3,3,37.523140000000005,-122.00792
1,20.124814751923967,2.0,4.5,1,2,37.5895628278523,-122.022492714298
1,23.896347402805038,1.0,4.5,1,4,37.5436017856673,-121.984061099299
1,24.15517748656767,1.0,4.0,1,3,37.5282308,-122.0002458
5,23.64239059219568,1.0,3.0,1,4,37.5461699480404,-121.987401525697
1,24.178544254797668,1.0,3.5,9,3,37.5236587144356,-122.007144735602
2,18.3286693169041,1.0,3.5,9,2,37.59146031309321,-122.071111434569
2,24.602616060032208,1.0,4.5,1,3,37.5218169879729,-121.997366492815
5,20.30110586234324,2.0,4.5,1,4,37.5751187606321,-122.038859706704
2,20.28862944307652,2.0,4.0,1,2,37.589058513675,-122.01876368886002
5,20.79673823421241,2.0,4.0,1,4,37.570362,-122.0318791
1,26.244983963990894,3.0,3.5,2,4,37.50466,-121.97634
1,20.85447765087785,2.0,4.0,6,1,37.5027402543983,-122.256980158539
8,22.238118857518607,2.0,4.5,1,3,37.483950944157705,-122.232653501548
2,13.745219093295296,1.0,3.5,18,3,37.6731435370977,-122.082034402975
1,12.907668993594536,1.0,4.5,1,2,37.6960964188897,-122.078565023839
1,13.054551999645376,1.0,3.5,1,3,37.6660188062353,-122.108395027727
1,25.524808358653416,1.0,4.0,15,3,37.445381,-122.160994
2,22.036736307224697,1.0,4.0,3,3,37.487118,-122.229624
2,13.745781462798387,1.0,4.0,1,3,37.6737070083618,-122.081397101283
2,34.6666731252424,2.0,4.0,2,3,37.3371504153713,-122.04035249287
2,35.24277386671931,3.0,4.0,4,3,37.3361159244324,-122.015890307529
6,35.91366215345318,3.0,3.5,4,3,37.3232384288673,-122.022949657147
6,36.0973687920234,1.0,3.5,5,3,37.3223942970538,-122.016749576721
2,35.2526946294587,1.0,4.5,7,3,37.3362175002018,-122.015137771311
2,35.292736616692785,3.0,4.0,1,3,37.3356484303065,-122.014956682871
6,36.1044942500554,4.0,3.0,1,3,37.3243651,-122.0105533
2,36.3366908492904,1.0,3.5,1,3,37.31361,-122.03263
1,33.61298198955757,1.0,4.5,1,3,37.35065,-122.04962
1,33.420291055278085,1.0,4.5,7,3,37.36189,-122.02454
1,35.606323286829344,1.0,3.5,1,3,37.324498742943,-122.03407823789
1,34.485129713487844,1.0,4.5,8,3,37.339290000000005,-122.04255
6,36.139071623196,3.0,3.5,1,3,37.323241317778,-122.012261466162
6,36.12440757509842,1.0,4.0,1,3,37.32328,-122.01283
8,33.330889877784145,1.0,4.0,15,3,37.3623572836214,-122.027256087023
6,36.08969420892002,1.0,3.0,1,3,37.324398934014894,-122.011138269321
2,36.16959775838676,1.0,3.5,1,3,37.3162384033203,-122.032508850098
1,38.48978145924695,1.0,4.0,1,1,37.29165,-121.99636
8,30.682581524581057,1.0,4.5,2,3,37.38565,-122.08442
8,34.81122857516832,1.0,4.0,9,3,37.351987713518895,-121.991230201809
8,35.099614501847746,1.0,4.0,1,3,37.35297,-121.97705
2,30.263988899022028,1.0,3.5,9,3,37.3934799,-122.07956
1,31.490971789212345,1.0,4.0,1,3,37.3723,-122.08801
1,30.21939278170439,3.0,3.5,1,3,37.3941710599454,-122.079548804006
1,32.581054113603415,1.0,3.5,1,3,37.3813699,-122.00808
2,36.98885124870065,3.0,3.5,3,4,37.3035809397697,-122.032403200865
1,37.429558964425325,4.0,4.0,1,4,37.31496320599,-121.978095221496
1,32.357852037931345,2.0,3.5,9,3,37.3763175470854,-122.031325878136
6,36.06468487499921,2.0,4.0,1,3,37.3225177360044,-122.017925500033
1,31.784827380446377,1.0,4.5,1,3,37.3878822408982,-122.024536281978
1,31.38540577723192,2.0,3.5,1,3,37.3770405227974,-122.076683293475
1,32.662850927013466,1.0,3.5,1,3,37.3928752137833,-121.977391160278
2,36.78761553848191,1.0,3.5,3,4,37.30656389999999,-122.0328361
1,33.338904600196734,1.0,3.5,1,3,37.3822051,-121.9761898
2,36.89261913868727,2.0,3.5,1,4,37.30529,-122.03167
1,32.7757472338602,2.0,3.5,3,3,37.3882893,-121.9835596
1,36.12953771215498,1.0,4.0,1,3,37.350311600000005,-121.9438457
6,35.412316836969715,1.0,3.0,25,3,37.32349,-122.047397
8,35.06993586837006,1.0,4.0,1,3,37.3517723083496,-121.98119354248
1,29.827477461116423,1.0,4.0,1,2,37.68077,-121.74804
1,30.59581969347176,1.0,4.5,1,2,37.7119101458668,-121.723351532745
1,27.993084071368905,1.0,4.0,1,2,37.6761474995967,-121.785110675949
2,28.636798060167816,1.0,4.0,1,2,37.680747985839794,-121.770835876465
1,19.0576121357236,1.0,3.0,18,2,37.7749533109683,-121.924073739229
1,28.665723188127814,2.0,4.0,1,2,37.68,-121.77058
1,30.429096210372062,1.0,3.5,1,2,37.718175655226496,-121.724808264734
1,27.996290852326464,1.0,4.0,3,2,37.6783516,-121.7841207
2,24.422800406203045,1.0,4.0,1,4,37.5566932750951,-121.952448293212
2,24.426567836991136,1.0,4.0,1,4,37.556529,-121.952556
1,19.24112719221653,1.0,4.0,1,1,37.7986554,-121.9187406
1,25.357151419415835,1.0,4.0,1,4,37.532729,-121.95934
1,17.185734654362914,1.0,4.0,4,2,37.7624177187681,-121.960900202394
1,28.900063735958074,1.0,4.5,1,3,37.4068109566105,-122.106984711639
2,30.25439957008181,1.0,3.0,3,3,37.3936614990234,-122.079444885254
4,25.55298587090139,1.0,3.5,18,3,37.44451,-122.16337
1,29.1554176228742,2.0,3.5,1,3,37.402982863672,-122.10676106228
1,30.266149684164308,2.0,3.0,6,3,37.39379,-122.07838999999998
2,26.73271773121184,1.0,4.5,9,3,37.434085,-122.129446
1,32.5809848644106,2.0,4.0,9,4,37.42868,-121.91132
2,32.63500605843071,1.0,3.5,2,4,37.4341782,-121.9007438
2,32.84721751542994,2.0,3.5,18,4,37.4207404131486,-121.916648888921
1,32.745504702468835,1.0,4.0,1,4,37.426490149909895,-121.909996320473
1,33.7331245370717,1.0,4.5,1,4,37.4128099773883,-121.902977563441
1,32.66544416476261,1.0,4.0,7,4,37.4274706596526,-121.91078242325
1,34.52465945756718,1.0,4.0,1,4,37.414925,-121.875899
2,31.1104682374038,2.0,3.5,2,4,37.455807700753205,-121.911192834377
1,31.85804239037168,1.0,3.5,2,4,37.4464966,-121.90401609999998
2,31.132252507985637,1.0,3.5,1,4,37.4551887512207,-121.911521911621
2,35.55344359851795,1.0,3.5,18,4,37.3973731994629,-121.873687744141
2,32.750212604827595,1.0,3.5,1,4,37.4224649523506,-121.91667347853998
2,34.59859735185925,1.0,4.0,1,4,37.40685,-121.88672
2,35.81737494367107,,4.0,9,4,37.38620887762679,-121.884416049074
1,35.50755374967082,1.0,3.0,1,4,37.3843159241917,-121.89744169577
2,35.79484175801502,2.0,4.5,1,4,37.3863881481701,-121.884803238098
2,32.95336730441172,2.0,3.5,3,4,37.419465,-121.915568
1,34.38668597084192,1.0,3.5,1,4,37.416848,-121.8768983
1,33.216312959176655,1.0,3.5,9,4,37.433926,-121.884259
1,33.38414195252452,2.0,3.0,4,3,37.3953035880334,-121.946540661156
2,32.8532844884424,2.0,4.0,1,4,37.420773,-121.916405
1,34.41770653193427,1.0,2.5,25,4,37.4178751788897,-121.874392975463
1,32.607290157774145,1.0,4.5,2,4,37.4093138578249,-121.945219193046
1,34.39106367872915,1.0,4.0,1,4,37.41684595269911,-121.876774057746
8,22.194362154824372,1.0,4.0,1,3,37.48460420714571,-122.232427139501
2,22.0699061407653,1.0,4.0,1,3,37.4868,-122.22766
2,22.09638263949751,1.0,4.0,9,3,37.4861601263273,-122.230740152299
4,25.47572436813338,1.0,4.5,1,3,37.4461057,-122.1610267
8,25.98411171581964,1.0,3.5,1,3,37.438632,-122.160532
1,25.591206672056227,1.0,4.0,1,3,37.44413,-122.16237
1,25.56945914216545,1.0,3.5,1,3,37.444610595703104,-122.161544799805
4,25.39876039273174,2.0,4.5,1,3,37.44752,-122.15965
8,27.893614717092294,1.0,3.5,1,3,37.41643,-122.13004
1,31.24770972109308,1.0,3.5,25,3,37.390076192143,-122.042184743589
1,25.618191810244824,4.0,4.0,1,3,37.4438754674248,-122.161595821381
1,21.748510476318696,1.0,3.0,25,3,37.4917931901457,-122.224192531477
1,25.56481394286796,4.0,3.5,1,3,37.444682,-122.161533
4,25.394389894631257,4.0,3.5,2,3,37.447555,-122.159804
1,23.336285278718435,1.0,4.0,1,3,37.46868,-122.224
4,25.3678117563284,1.0,4.0,4,3,37.4480657,-122.159221
1,25.532356869887604,1.0,3.5,1,3,37.4444718383711,-122.165222240072
1,32.12171533607832,1.0,3.5,1,1,37.360467292665504,-122.096757004484
1,26.59370819091902,1.0,3.5,1,1,37.42398,-122.19693
4,30.617794658548995,1.0,3.5,1,1,37.3783798,-122.1170197
4,25.405640309732,3.0,3.5,1,3,37.447196960449205,-122.160781860352
2,22.091636463849664,1.0,5.0,1,3,37.4868656,-122.2234133
2,28.06114335455525,1.0,3.5,1,3,37.41883,-122.1099
2,22.063635354275203,1.0,4.0,1,3,37.4867482944358,-122.229360103705
1,33.41545041198631,1.0,5.0,2,3,37.35338,-122.05071
1,26.738546809529147,1.0,3.5,1,1,37.426249336151,-122.167067527771
1,28.09715257404541,3.0,3.5,1,3,37.4203109741211,-122.102348327637
1,30.13988285369142,1.0,2.0,1,3,37.390983766688,-122.095294088779
1,29.1417237335806,2.0,3.5,1,3,37.4015599,-122.1132477
2,22.135211540376385,1.0,4.0,1,3,37.4857502210641,-122.228834925786
8,25.16099537158781,1.0,3.5,1,1,37.4483544,-122.1743768
1,26.75801952360924,1.0,2.5,1,1,37.425371754743,-122.170543670654
1,34.560206596350106,2.0,4.0,1,3,37.3517264451999,-122.002505609904
1,31.879577361928124,1.0,3.5,1,3,37.3973885,-121.99671940000002
1,32.39176943572309,2.0,3.5,1,3,37.3761834,-122.0301825
6,37.608347874147526,1.0,3.5,15,3,37.32551,-121.94462
8,34.8007779377561,1.0,2.5,1,3,37.3515863912688,-121.99270148474
8,34.7984764921811,3.0,3.5,2,3,37.35156814963771,-121.992844729458
1,32.7255982191822,1.0,4.5,1,3,37.38919,-121.98339
6,37.58817851046555,1.0,2.5,1,3,37.326036489104,-121.944165208984
1,36.12670110519428,2.0,3.5,1,3,37.3503848,-121.9437883
8,8.617638556842477,1.0,3.5,3,1,37.649255149959394,-122.429556883872
